bill_id,year,date,bill_str,bill_desc,congno,sponsors,cosponsors,tw_latent1,tw_abortion_and_social_conservatism,tw_agriculture,tw_banking_and_finance,tw_civil_rights,tw_congress_and_procedural,tw_crime,tw_defense_and_foreign_policy,tw_economy,tw_education,tw_energy,tw_environment,tw_fair_elections,tw_federal_agencies_and_gov_regulation,tw_guns,tw_healthcare,tw_higher_education,tw_immigration,tw_indian_affairs,tw_intelligence_and_surveillance,tw_labor,tw_law_courts_and_judges,tw_transportation,tw_veterans_affairs,tw_womens_issues
110_hres1253,2008,6/10/2008,"H RES 1253|On Agreeing to the Resolution|Providing for the consideration of H.R. 6003, the Passenger Rail Investment and Improvement Act of 2008","Providing for the consideration of H.R. 6003, the Passenger Rail Investment and Improvement Act of 2008",110,cand121877,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110_s3044,2008,6/10/2008,S. 3044|On the Cloture Motion|Motion to Invoke Cloture on the Motion to Proceed to Consider S. 3044; Consumer-First Energy Act of 2008,Motion to Invoke Cloture on the Motion to Proceed to Consider S. 3044; Consumer-First Energy Act of 2008,110,cand640,cand597|cand238|cand607|cand351|cand80|cand1458|cand481|cand545|cand769|cand1230|cand738|cand310|cand1624|cand814|cand721|cand1312|cand1327|cand580|cand1581|cand1582|cand1585|cand1587,0.27899775,0.096739963,0,0.021127829,0.08702223,0.196140292,0.016603182,2.02587E-05,0.031844515,0.045822831,0.000106551,1.25698E-05,0,0.132977595,0,0.00012255,0,0,0,0.018607736,0,0.062834788,0,0,0
110_hres1225,2008,6/9/2008,H RES 1225|On Motion to Suspend the Rules and Agree|Expressing support for designation of June 2008 as “National Safety Month”,Expressing support for designation of June 2008 as “National Safety Month”,110,cand1443,cand791|cand1474|cand1488|cand981|cand1007,0.807265449,0,0,0,0,0,0,0,3.83721E-05,0.026969997,0,0,0,0,0,0.055948187,0.000846979,0,0,0,0.014607956,0,0,0,0
110_hres1243,2008,6/9/2008,"H RES 1243|On Motion to Suspend the Rules and Agree|Recognizing the immeasurable contributions of fathers in the healthy development of children, supporting responsible fatherhood, and encouraging greater involvement of fathers in the lives of their children, especially on Father’s Day","Recognizing the immeasurable contributions of fathers in the healthy development of children, supporting responsible fatherhood, and encouraging greater involvement of fathers in the lives of their children, especially on Father’s Day",110,cand851,cand1427|cand733|cand827|cand832|cand837|cand193547|cand1295|cand1460|cand1498|cand1383|cand1472|cand1331|cand1477|cand1401|cand515|cand877|cand1273|cand881|cand898|cand902|cand919|cand962|cand946|cand953|cand969|cand989|cand992,0.142176576,0.116301108,0.003340153,0.014781818,0.038314556,0.105629918,0.051607896,0.010268865,0.157610166,0.037799188,0.000586522,0.042620786,0.008474158,0.125317748,0.007104348,0.004925944,0.002372876,0.008593903,0.006011742,0.010658716,0.005100365,0.01359306,0.00760429,7.24875E-05,0.001444986
110_hres127,2008,6/9/2008,H RES 127|On Motion to Suspend the Rules and Agree|Recognizing and celebrating the 50th anniversary of the entry of Alaska into the Union as the 49th State,Recognizing and celebrating the 50th anniversary of the entry of Alaska into the Union as the 49th State,110,cand210,cand591|cand1439|cand1514|cand1285|cand1354|cand1291|cand541|cand1210|cand1424|cand840|cand843|cand362|cand845|cand847|cand791|cand1504|cand786|cand802|cand1532|cand1383|cand615|cand198|cand1390|cand1536|cand1334|cand854|cand857|cand767|cand1404|cand1231|cand1409|cand1559|cand556|cand447|cand871|cand876|cand881|cand894|cand898|cand899|cand903|cand912|cand916|cand925|cand929|cand936|cand937|cand978|cand994|cand1011|cand1020,0.978517168,0,0,0,0,0.004479932,0,0,0,0,0,0,0,0.0170029,0,0,0,0,0,0,0,0,0,0,0
110_hr3058,2008,6/5/2008,"H R 3058|On Motion to Suspend the Rules and Pass, as Amended|Public Land Communities Transition Act of 2007",Public Land Communities Transition Act of 2007,110,cand723,cand821|cand822|cand1505|cand733|cand1193|cand1431|cand1342|cand1499|cand1254|cand1264|cand1510|cand1439|cand1276|cand1518|cand1447|cand1519|cand282|cand845|cand1535|cand1536|cand1425|cand1475|cand1488|cand860|cand596|cand1541|cand865|cand1542|cand1417|cand359|cand870|cand871|cand876|cand887|cand894|cand923|cand925|cand958|cand959|cand967|cand893|cand964|cand1011,0.726774909,0,0.047750361,0.004008343,0,0.009907548,0,0,0.005788763,0,0.044748858,7.00067E-05,0,0.000117269,0,0,0,0,0,0,0,0.000682739,0.009552936,0,0
110_hr5540,2008,6/5/2008,H R 5540|On Passage|Chesapeake Bay Gateways and Watertrails Network Continuing Authorization Act,Chesapeake Bay Gateways and Watertrails Network Continuing Authorization Act,110,cand988,cand1266|cand1210|cand1294|cand560|cand1424|cand855|cand1558|cand1237|cand895|cand896|cand957|cand1020,0.714016165,0,0.002920039,0,0,0,0,0.002043126,1.17829E-05,0,0,0.128079136,0,0,0,0,0,0,0,0,0,0,0,0,0
110_hres1233,2008,6/5/2008,"H RES 1233|On Ordering the Previous Question|Providing for consideration of H.R. 5540, the Chesapeake Bay Gateways and Watertrails Network Continuing Authorization Act","Providing for consideration of H.R. 5540, the Chesapeake Bay Gateways and Watertrails Network Continuing Authorization Act",110,cand1000,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110_hr1343,2008,6/4/2008,"H R 1343|On Motion to Suspend the Rules and Pass, as Amended|Health Centers Renewal Act of 2007",Health Centers Renewal Act of 2007,110,cand1555,cand210|cand1191|cand821|cand822|cand1505|cand733|cand1193|cand1248|cand274|cand1503|cand524|cand203|cand1251|cand1252|cand1499|cand1433|cand591|cand295|cand1255|cand825|cand1256|cand1507|cand1257|cand827|cand828|cand1264|cand1436|cand1510|cand1512|cand761|cand1266|cand833|cand806|cand1441|cand1278|cand744|cand713|cand1514|cand1285|cand1422|cand1287|cand1443|cand1515|cand1353|cand765|cand836|cand1288|cand1354|cand1444|cand1447|cand1359|cand1519|cand1362|cand541|cand1208|cand1454|cand1294|cand1424|cand1211|cand1455|cand511|cand1297|cand1456|cand346|cand1523|cand839|cand1457|cand1299|cand1301|cand758|cand842|cand1371|cand1307|cand1460|cand867|cand1462|cand1463|cand845|cand1525|cand1376|cand696|cand550|cand1467|cand1468|cand791|cand1527|cand1504|cand1528|cand849|cand1501|cand1316|cand1530|cand657|cand1317|cand1498|cand1318|cand157|cand1222|cand776|cand786|cand1566|cand802|cand1319|cand1532|cand756|cand1471|cand750|cand1472|cand777|cand1331|cand1535|cand1536|cand1425|cand723|cand1475|cand1396|cand1334|cand688|cand216|cand1398|cand855|cand1400|cand1401|cand856|cand650|cand1404|cand684|cand515|cand859|cand1485|cand1486|cand1408|cand1232|cand1487|cand1409|cand1488|cand1489|cand1410|cand1547|cand757|cand635|cand1496|cand1556|cand860|cand1491|cand861|cand1558|cand863|cand1492|cand1237|cand596|cand556|cand1541|cand865|cand1542|cand325|cand785|cand1493|cand866|cand359|cand1544|cand465|cand1421|cand869|cand871|cand873|cand875|cand876|cand879|cand1273|cand883|cand887|cand889|cand894|cand898|cand904|cand906|cand907|cand911|cand912|cand915|cand916|cand605|cand917|cand919|cand922|cand923|cand121877|cand924|cand925|cand930|cand934|cand936|cand937|cand940|cand941|cand942|cand943|cand946|cand948|cand951|cand952|cand953|cand954|cand955|cand956|cand957|cand959|cand960|cand965|cand966|cand967|cand970|cand971|cand972|cand1022|cand977|cand978|cand979|cand981|cand982|cand1021|cand984|cand985|cand986|cand987|cand893|cand988|cand991|cand993|cand995|cand996|cand964|cand997|cand998|cand999|cand1000|cand1003|cand1005|cand1007|cand1010|cand1011|cand1012|cand1014|cand1015,0.699017682,0,0,0,0,1.34118E-05,0,0,9.16195E-06,0,0,0,0,0.000133562,0,0.272380731,0,0,0,0,0,2.52297E-05,0,0,0
110_hr3021,2008,6/4/2008,H R 3021|On Agreeing to the Amendment|,,110,cand892,cand1190|cand1428|cand1429|cand822|cand1505|cand1248|cand274|cand1503|cand203|cand823|cand1252|cand1499|cand824|cand825|cand1507|cand1546|cand1435|cand828|cand1264|cand1510|cand1512|cand1198|cand1439|cand1267|cand1441|cand1276|cand744|cand713|cand1285|cand1422|cand1443|cand1515|cand1518|cand1447|cand1519|cand1208|cand1294|cand1424|cand1211|cand1455|cand1456|cand346|cand1457|cand342|cand53|cand1459|cand1188|cand842|cand1307|cand1220|cand766|cand791|cand1527|cand849|cand1470|cand1316|cand657|cand1318|cand1222|cand776|cand1319|cand1471|cand750|cand1472|cand1323|cand1474|cand1534|cand1535|cand1425|cand723|cand1475|cand1398|cand1401|cand856|cand684|cand800|cand1488|cand1496|cand1555|cand1556|cand860|cand1558|cand1237|cand1541|cand785|cand1493|cand668|cand359|cand1494|cand870|cand873|cand874|cand876|cand887|cand889|cand896|cand904|cand909|cand915|cand916|cand121877|cand925|cand927|cand930|cand931|cand932|cand936|cand939|cand946|cand956|cand960|cand965|cand967|cand1016|cand970|cand971|cand972|cand976|cand977|cand978|cand981|cand1021|cand984|cand985|cand987|cand988|cand1018|cand990|cand991|cand995|cand964|cand997|cand998|cand1003|cand1004|cand1007|cand1008|cand1010|cand1014,0.630265522,0,0,3.50645E-05,0.00356503,0.007239532,0.000145239,0.001241342,0.006396685,0.198278044,0.078546747,0.017102651,1.95481E-05,0.013984163,0,0.000847249,0,4.92372E-05,0.000816704,3.56914E-05,0.001917029,0.003425011,0.01416892,2.05394E-06,5.3356E-05
110_hr5669,2008,6/4/2008,"H R 5669|On Motion to Suspend the Rules and Pass|Poison Center Support, Enhancement, and Awareness Act of 2008","Poison Center Support, Enhancement, and Awareness Act of 2008",110,cand657,cand1503|cand591|cand295|cand761|cand1267|cand163|cand806|cand1441|cand1275|cand1278|cand744|cand1285|cand1443|cand765|cand763|cand1424|cand1455|cand1523|cand1525|cand791|cand1316|cand1533|cand198|cand1410|cand1547|cand1237|cand359|cand889|cand892|cand927|cand932|cand941|cand973|cand987,0.563476239,0,0,0,0,0.022839145,0.017473832,0,0.027006572,0,0,0.007240545,0,0.033364279,0,0.30055501,0,0,0,0,0,0,0,0,0
110_hres1234,2008,6/4/2008,"H RES 1234|On Ordering the Previous Question|Providing for consideration of H.R. 3021, the 21st Century Green High-Performing Public School Facilities Act“","Providing for consideration of H.R. 3021, the 21st Century Green High-Performing Public School Facilities Act“",110,cand1004,,0.999056953,0,0,0,0,0.000189292,0,0,0,0.000753754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110_hconres138,2008,6/3/2008,"H CON RES 138|On Motion to Suspend the Rules and Agree, as Amended|Supporting National Men’s Health Week",Supporting National Men’s Health Week,110,cand1424,cand1503|cand1262|cand827|cand1267|cand1441|cand1278|cand744|cand1281|cand1443|cand600|cand1518|cand1447|cand1519|cand1208|cand1454|cand1455|cand342|cand53|cand1459|cand1307|cand867|cand1376|cand696|cand550|cand766|cand847|cand1467|cand1527|cand1314|cand1470|cand1501|cand1498|cand157|cand1222|cand786|cand1566|cand1472|cand1396|cand1334|cand216|cand1488|cand1410|cand1547|cand1556|cand1492|cand359|cand883|cand898|cand902|cand906|cand916|cand946|cand952|cand964|cand997|cand1008|cand1012,0.709099996,0,0,0,0,0,0,0,0,0.02187322,0,0,0,0,0,0.269026784,0,0,0,0,0,0,0,0,0
