chamber,icpsr,district,state,party,name,congress_id,NOMINATE_dim1,NOMINATE_dim2
House,39301,6,SC,100,"CLYBURN, James Enos",C000537,-0.465,0.25
House,21177,1,SD,200,"NOEM, Kristi",N000184,0.398,0.326
House,15019,5,TN,100,"COOPER, James Hayes Shofner",C000754,-0.164,-0.033
House,15455,2,TN,200,"DUNCAN, John J., Jr.",D000533,0.604,-0.47600000000000003
House,20351,7,TN,200,"BLACKBURN, Marsha",B001243,0.628,0.147
House,20748,9,TN,100,"COHEN, Stephen",C001068,-0.398,-0.34
House,20947,1,TN,200,"ROE, David P. (Phil)",R000582,0.486,0.024
House,21178,3,TN,200,"FLEISCHMANN, Chuck",F000459,0.465,0.277
House,21179,4,TN,200,"DESJARLAIS, Scott",D000616,0.579,-0.059000000000000004
House,21180,6,TN,200,"BLACK, Diane",B001273,0.58,0.219
House,21181,8,TN,200,"FINCHER, Stephen Lee",F000458,0.526,0.181
House,15085,6,TX,200,"BARTON, Joe Linus",B000213,0.528,0.047
House,15445,21,TX,200,"SMITH, Lamar Seeligson",S000583,0.425,0.061
House,20139,7,TX,200,"CULBERSON, John",C001048,0.503,0.366
House,20352,5,TX,200,"HENSARLING, Jeb",H001036,0.7030000000000001,0.04
House,20353,19,TX,200,"NEUGEBAUER, Randy",N000182,0.628,0.322
House,20355,26,TX,200,"BURGESS, Michael C.",B001248,0.5750000000000001,-0.20600000000000002
House,20356,31,TX,200,"CARTER, John R.",C001051,0.486,0.5630000000000001
House,20527,1,TX,200,"GOHMERT, Louie",G000552,0.644,-0.406
House,20528,2,TX,200,"POE, Ted",P000592,0.594,-0.029
House,20529,9,TX,100,"GREEN, Al",G000553,-0.44,0.291
House,20530,10,TX,200,"McCAUL, Michael T.",M001157,0.421,0.125
House,20531,11,TX,200,"CONAWAY, K. Michael",C001062,0.593,0.367
House,20532,24,TX,200,"MARCHANT, Kenny",M001158,0.6000000000000001,0.154
House,20533,28,TX,100,"CUELLAR, Henry",C001063,-0.228,0.623
House,20948,22,TX,200,"OLSON, Pete",O000168,0.548,0.308
House,21182,17,TX,200,"FLORES, Bill",F000461,0.5720000000000001,0.293
House,21184,27,TX,200,"FARENTHOLD, Blake",F000460,0.548,0.016
House,21360,14,TX,200,"WEBER, Randy",W000814,0.73,0.025
House,21361,16,TX,100,"O'ROURKE, Beto",O000170,-0.304,-0.331
House,21362,20,TX,100,"CASTRO, Joaquin",C001091,-0.401,-0.05
House,21363,23,TX,100,"GALLEGO, Pete P.",G000572,-0.216,0.378
House,21364,25,TX,200,"WILLIAMS, Roger",W000816,0.588,0.12
House,21365,33,TX,100,"VEASEY, Marc",V000131,-0.402,0.336
House,21366,34,TX,100,"VELA, Filemon",V000132,-0.311,0.40700000000000003
House,29143,3,TX,200,"JOHNSON, Sam",J000174,0.61,0.277
House,29570,36,TX,200,"STOCKMAN, Steve",S000937,0.899,-0.438
House,29571,35,TX,100,"DOGGETT, Lloyd Alton, II",D000399,-0.402,-0.316
House,29572,13,TX,200,"THORNBERRY, William McClellan (Mac)",T000238,0.525,0.313
House,29573,18,TX,100,"JACKSON LEE, Sheila",J000032,-0.46,0.125
House,29759,32,TX,200,"SESSIONS, Pete",S000250,0.591,0.136
House,29760,8,TX,200,"BRADY, Kevin Patrick",B000755,0.52,0.23900000000000002
House,29762,12,TX,200,"GRANGER, Kay",G000377,0.403,0.234
House,29763,15,TX,100,"HINOJOSA, Rubén",H000636,-0.34,0.23500000000000001
House,39304,29,TX,100,"GREEN, Raymond Eugene (Gene)",G000410,-0.324,0.453
House,39305,30,TX,100,"JOHNSON, Eddie Bernice",J000126,-0.485,0.198
House,94828,4,TX,200,"HALL, Ralph Moody",H000067,0.424,0.308
House,20140,4,UT,100,"MATHESON, James David (Jim)",M001142,-0.115,0.546
House,20357,1,UT,200,"BISHOP, Robert (Rob)",B001250,0.537,0.105
House,20949,3,UT,200,"CHAFFETZ, Jason",C001076,0.647,-0.278
House,21367,2,UT,200,"STEWART, Chris",S001192,0.499,0.167
House,20750,1,VT,100,"WELCH, Peter",W000800,-0.40900000000000003,-0.362
House,14869,10,VA,200,"WOLF, Frank Rudolph",W000672,0.28400000000000003,-0.213
House,20143,4,VA,200,"FORBES, J. Randy",F000445,0.40700000000000003,0.218
House,20144,7,VA,200,"CANTOR, Eric",C001046,0.518,0.191
House,20756,1,VA,200,"WITTMAN, Robert J.",W000804,0.444,0.014
House,20952,11,VA,100,"CONNOLLY, Gerald E. (Gerry)",C001078,-0.306,-0.032
House,21185,2,VA,200,"RIGELL, E. Scott",R000589,0.405,-0.084
House,21186,5,VA,200,"HURT, Robert",H001060,0.5680000000000001,0.0
House,21191,9,VA,200,"GRIFFITH, H. Morgan",G000568,0.532,-0.392
House,29149,8,VA,100,"MORAN, James P.",M000933,-0.302,-0.203
House,39307,3,VA,100,"SCOTT, Robert C.",S000185,-0.45,0.014
House,39308,6,VA,200,"GOODLATTE, Robert William",G000289,0.496,-0.002
House,15613,7,WA,100,"McDERMOTT, James A.",M000404,-0.666,-0.197
House,20145,2,WA,100,"LARSEN, Richard Ray (Rick)",L000560,-0.365,0.18
House,20535,5,WA,200,"McMORRIS RODGERS, Cathy",M001159,0.422,0.14100000000000001
House,20536,8,WA,200,"REICHERT, David G.",R000578,0.224,-0.146
House,21187,3,WA,200,"HERRERA BEUTLER, Jaime",H001056,0.336,-0.129
House,21368,6,WA,100,"KILMER, Derek",K000381,-0.309,-0.015
House,21369,10,WA,100,"HECK, Denny",H001064,-0.312,-0.128
House,29580,4,WA,200,"HASTINGS, Richard Norman (Doc)",H000329,0.41600000000000004,0.41100000000000003
House,29768,9,WA,100,"SMITH, Adam",S000510,-0.28700000000000003,-0.165
House,31101,1,WA,100,"DelBENE, Suzan K.",D000617,-0.289,-0.2
House,14448,3,WV,100,"RAHALL, Nick Joe, II",R000011,-0.306,0.45
House,20146,2,WV,200,"CAPITO, Shelley Moore",C001047,0.277,0.129
House,21188,1,WV,200,"McKINLEY, David",M001180,0.30000000000000004,0.178
House,14657,5,WI,200,"SENSENBRENNER, Frank James, Jr.",S000244,0.638,-0.579
House,14675,6,WI,200,"PETRI, Thomas Evert",P000265,0.379,-0.367
House,20537,4,WI,100,"MOORE, Gwendolynne S. (Gwen)",M001160,-0.526,-0.251
House,21189,7,WI,200,"DUFFY, Sean",D000614,0.511,-0.109
House,21190,8,WI,200,"RIBBLE, Reid",R000587,0.603,-0.333
House,21370,2,WI,100,"POCAN, Mark",P000607,-0.531,-0.552
House,29769,3,WI,100,"KIND, Ron",K000188,-0.26,-0.08
House,29939,1,WI,200,"RYAN, Paul D.",R000570,0.556,-0.25
House,20953,1,WY,200,"LUMMIS, Cynthia M.",L000571,0.6910000000000001,-0.34
