icpsr,district,state,party,NOMINATE_dim1,NOMINATE_dim2,candidate_id,name,ici,ttl_receipts,comm_receipts,ttl_disb,comm_disb,start_cash,end_cash,cand_contrib,cand_loans,ind_contrib,district,state,other_comm_contrib,pty_contrib
21325,8,IL,100,-0.336,0.093,H6IL06141,"duckworth, l. tammy",C,5309495.24,17071.83,5208691.38,0.0,0.0,100803.86,0.0,0.0,4551655.05,IL,8,727990.9,10086.38
21326,10,IL,100,-0.185,-0.15,H2IL10068,"schneider, bradley scott",C,3043849.38,0.0,3029605.21,0.0,0.0,14244.17,50028.0,100000.0,2414583.62,IL,10,470132.03,8577.75
21327,12,IL,100,-0.251,0.159,H2IL12122,"enyart, william l jr",O,1180462.93,0.0,1167686.09,0.0,0.0,12776.84,5500.0,70600.0,688343.12,IL,12,400154.84,15256.25
21328,13,IL,200,0.279,0.17,H2IL13120,"davis, rodney l",O,1400450.64,309.02,1383023.66,0.0,0.0,17426.98,0.0,0.0,729582.07,IL,13,645797.72,22370.0
21329,17,IL,100,-0.239,0.054,H2IL17071,"bustos, cheri",C,2212530.1,0.0,2187282.79,0.0,0.0,25247.31,65.0,0.0,1652072.21,IL,17,542573.31,13399.58
29346,1,IL,100,-0.479,-0.203,H2IL01042,"rush, bobby l",I,498765.15,0.0,476407.1,2000.0,2080.24,24438.29,0.0,0.0,81234.65,IL,1,417530.5,0.0
29348,4,IL,100,-0.487,-0.26,H2IL08039,"gutierrez, luis v",I,344048.41,0.0,383848.64,0.0,393636.13,353835.9,0.0,0.0,88557.31,IL,4,248138.61,0.0
29717,7,IL,100,-0.486,-0.263,H4IL07037,"davis, danny k",I,372212.44,0.0,512310.04,0.0,346701.18,206603.58,0.0,0.0,69545.0,IL,7,295760.64,6000.0
29718,15,IL,200,0.375,0.154,H2IL20042,"shimkus, john m",I,2107579.3,0.0,2384832.07,0.0,1135182.75,860929.98,0.0,0.0,494572.3,IL,15,1591689.88,200.0
29911,9,IL,100,-0.603,-0.272,H8IL09067,"schakowsky, janice d",I,1350902.19,0.0,1338067.35,0.0,260176.38,273011.52,0.0,0.0,984758.14,IL,9,353625.0,1120.0
15124,1,IN,100,-0.402,0.244,H4IN01012,"visclosky, peter j.",I,785240.06,0.0,1064314.53,0.0,495137.55,216063.08,0.0,0.0,207135.0,IN,1,569191.51,5000.0
20757,7,IN,100,-0.428,0.049,H8IN07184,"carson, andre",I,1124041.82,0.0,1027625.01,0.0,216059.25,312476.06,0.0,0.0,619203.05,IN,7,496255.36,7524.51
21100,3,IN,200,0.742,-0.119,H0IN03198,"stutzman, marlin a",I,960106.76,24997.34,806826.38,0.0,522.94,153803.32,2400.0,0.0,519370.43,IN,3,413238.99,0.0
21131,4,IN,200,0.602,-0.16,H0IN04170,"rokita, theodore edward",I,1321277.75,0.0,942938.74,0.0,295410.86,673749.87,0.0,0.0,809020.18,IN,4,491600.0,500.0
21132,8,IN,200,0.408,0.269,H0IN08114,"bucshon, larry d",I,1371506.76,6692.5,1389537.18,865.38,18119.27,88.85,0.0,0.0,736246.59,IN,8,623567.67,5000.0
21133,9,IN,200,0.449,-0.052,H0IN09070,"young, todd christopher",I,1819056.96,8413.07,1823459.34,0.0,14692.86,10290.48,0.0,0.0,1437113.5,IN,9,364944.96,1000.0
21330,2,IN,200,0.436,0.315,H0IN02190,"walorski (swihart), jackie",O,1878410.35,4613.37,1874002.93,0.0,14973.84,19381.26,0.0,0.0,1276643.25,IN,2,587942.41,7915.0
21331,5,IN,200,0.352,0.217,H2IN05082,"brooks, susan mrs.",O,1440815.25,4853.92,1265518.73,0.0,0.0,175121.52,0.0,0.0,1192511.33,IN,5,243200.0,250.0
21332,6,IN,200,0.563,-0.086,H0IN02125,"messer, allen lucas",O,1147524.09,0.0,1115097.24,0.0,11193.11,49712.52,12467.93,50000.0,736133.0,IN,6,315850.0,33022.64
20325,4,IA,200,0.613,0.171,H2IA05072,"king, steve mr.",I,3753859.7,1000.0,3815764.55,0.0,181097.99,119193.14,0.0,0.0,3026692.45,IA,4,687200.0,32656.0
20719,1,IA,100,-0.31,-0.205,H6IA01098,"braley, bruce l",I,2687007.57,35414.47,2664440.22,0.0,28895.5,51462.85,0.0,0.0,1739366.33,IA,1,895759.19,8910.35
20720,2,IA,100,-0.276,-0.027,H6IA02146,"loebsack, david wayne",I,1562539.88,0.0,1544560.57,0.0,3772.23,21836.74,0.0,0.0,632510.24,IA,2,895555.67,100.0
29522,3,IA,200,0.302,0.308,H4IA05102,"latham, thomas",I,3412780.12,22269.22,3886262.09,3958.27,591042.52,117560.55,0.0,0.0,1168716.84,IA,3,2113265.21,5950.0
20915,2,KS,200,0.523,0.004,H8KS02090,"jenkins, lynn",I,1948903.34,0.0,1492090.28,0.0,337426.18,795065.94,84.0,0.0,893863.61,KS,2,1044282.84,0.0
21134,1,KS,200,0.744,-0.466,H6KS01146,"huelskamp, timothy a representa",I,857538.0,25938.25,370529.59,0.0,32121.64,519130.05,0.0,0.0,401338.63,KS,1,428923.04,0.0
21135,3,KS,200,0.558,0.03,H0KS03137,"yoder, kevin",I,1723479.92,27534.92,665713.93,0.0,25372.8,1083138.79,0.0,0.0,1102202.92,KS,3,556057.69,0.0
21136,4,KS,200,0.66,0.164,H0KS04051,"pompeo, michael richard",I,1924284.53,9204.27,787675.06,80250.0,118767.17,1255376.64,0.0,0.0,1155712.78,KS,4,754250.0,0.0
14854,5,KY,200,0.339,0.124,H0KY05015,"rogers, harold dallas",I,1535445.49,0.0,1322648.03,0.0,709124.94,921922.4,0.0,0.0,572363.17,KY,5,955726.94,2000.0
20723,3,KY,100,-0.378,-0.275,H6KY03124,"yarmuth, john a mr",I,1000849.45,0.0,725040.26,0.0,243170.46,518979.65,0.0,0.0,504055.07,KY,3,489968.73,11.07
20916,2,KY,200,0.418,0.296,H8KY02031,"guthrie, s. brett hon.",I,1577907.36,0.0,1027866.31,0.0,275093.32,825634.37,0.0,0.0,433370.78,KY,2,1111286.54,500.0
21333,6,KY,200,0.476,0.34,H0KY06104,"barr, garland andy",C,2221934.6,14196.65,2211676.11,0.0,25496.33,35754.82,0.0,0.0,1756373.52,KY,6,436334.08,6202.0
29525,1,KY,200,0.303,0.182,H4KY01040,"whitfield, wayne edward",I,1917048.79,0.0,1466340.54,2684.19,1049477.38,1500185.63,0.0,0.0,546390.0,KY,1,1353450.0,0.0
31102,4,KY,200,0.678,-0.735,H2KY04121,"massie, thomas h.",I,1089631.49,0.0,966562.38,0.0,0.0,123069.11,0.0,105000.0,672420.25,KY,4,303500.0,3500.0
20514,3,LA,200,0.392,0.308,H4LA07029,"boustany, jr, charles w.",I,4496593.86,0.0,4867555.13,0.0,561329.34,190368.07,0.0,0.0,2281501.2,LA,3,2210277.14,0.0
20759,1,LA,200,0.555,0.169,H0LA01087,"scalise, steve mr.",I,1436751.06,0.0,1198851.91,183134.0,362991.69,600890.84,0.0,0.0,733179.81,LA,1,699101.0,0.0
20918,4,LA,200,0.59,0.022,H8LA04225,"fleming, john c mr. jr.",I,1620069.64,0.0,1319610.19,0.0,180751.98,481211.43,899.2,0.0,1294134.09,LA,4,321363.1,0.0
20919,6,LA,200,0.469,-0.065,H8LA00017,"cassidy, william",I,1797931.07,0.0,653527.92,0.0,889070.3,2033473.45,0.0,0.0,1077390.26,LA,6,713615.77,4000.0
21137,2,LA,100,-0.486,0.332,H8LA02054,"richmond, cedric l.",I,937451.41,0.0,925311.02,0.0,3271.36,15411.75,0.0,0.0,311087.0,LA,2,612335.8,5000.0
90327,5,LA,200,0.331,0.408,H2LA05084,"alexander, rodney m. mr.",I,1400551.28,0.0,1157954.63,0.0,2298.41,244645.06,0.0,25000.0,893293.01,LA,5,481406.51,482.5
20328,2,ME,100,-0.283,-0.071,H2ME02097,"michaud, michael h.",I,1222006.4,0.0,1199774.95,0.0,58406.17,80637.92,0.0,0.0,451215.95,ME,2,767550.0,24.35
20920,1,ME,100,-0.42,-0.369,H8ME01120,"pingree, chellie m",I,1024607.7,0.0,881241.8,0.0,18054.68,161420.58,10939.6,0.0,825296.25,ME,1,186500.0,336.22
14873,5,MD,100,-0.381,0.119,H2MD05155,"hoyer, steny hamilton",I,4155102.7,140851.14,3838032.94,0.0,459962.33,777032.09,0.0,0.0,1303984.01,MD,5,2686921.16,83.17
20329,2,MD,100,-0.296,0.129,H2MD02160,"ruppersberger, c.a. dutch",I,1408187.25,0.0,1096047.97,0.0,578825.21,890964.49,0.0,0.0,660737.07,MD,2,739399.68,0.0
20330,8,MD,100,-0.392,-0.209,H2MD08126,"van hollen, chris",I,1634095.81,131766.1,1545663.56,626300.0,1907739.0,1996171.25,0.0,0.0,727770.71,MD,8,754498.54,16.3
20724,3,MD,100,-0.467,-0.071,H6MD03292,"sarbanes, john p. mr.",I,1010366.77,0.0,640835.69,0.0,359367.03,728898.11,0.0,0.0,1007366.77,MD,3,3000.0,0.0
20763,4,MD,100,-0.562,-0.294,H6MD04183,"edwards, donna",I,788055.51,5000.0,779458.79,88000.0,12337.46,20934.18,0.0,0.0,335752.25,MD,4,446507.4,0.0
21139,1,MD,200,0.673,-0.396,H8MD01094,"harris, andrew p",I,1595563.24,0.0,1465785.54,0.0,40302.12,170079.82,0.0,0.0,1147584.46,MD,1,438352.5,1233.0
21334,6,MD,100,-0.276,0.041,H2MD06195,"delaney, john k",C,4605118.46,109456.24,4601988.07,91500.0,0.0,3130.39,122956.15,2334350.0,1652152.16,MD,6,381289.8,0.0
29587,7,MD,100,-0.438,-0.148,H6MD07160,"cummings, elijah e",I,795483.37,0.0,842134.99,0.0,826704.0,780052.38,0.0,0.0,217186.86,MD,7,567746.25,0.0
14435,5,MA,100,-0.514,-0.462,H6MA07101,"markey, edward john",I,1091666.32,0.0,1110491.92,0.0,3070415.07,3050589.47,0.0,0.0,486531.94,MA,5,434228.25,0.0
15616,1,MA,100,-0.417,-0.108,H8MA02041,"neal, richard e mr.",I,1793586.71,0.0,1902833.93,0.0,2175841.22,2066594.0,0.0,0.0,440653.1,MA,1,1293765.73,0.0
20119,8,MA,100,-0.349,0.037,H2MA09072,"lynch, stephen f",I,729836.44,0.0,642217.09,0.0,672585.55,760206.1,0.0,0.0,250775.75,MA,8,464175.0,0.0
20754,3,MA,100,-0.396,-0.199,H8MA05143,"tsongas, nicola s",I,1606981.65,0.0,1477655.22,0.0,3004.49,132330.92,0.0,0.0,1257965.3,MA,3,329673.32,1314.93
21140,9,MA,100,-0.332,-0.116,H0MA10082,"keating, william richard",I,1061105.28,0.0,816180.03,0.0,3352.85,248278.1,0.0,0.0,520840.88,MA,9,539332.0,643.14
21335,4,MA,100,-0.421,-0.206,H2MA04073,"kennedy, joseph p iii",O,4204049.8,49998.97,3869295.43,0.0,0.0,334754.37,0.0,0.0,3717773.85,MA,4,425321.06,0.0
29729,2,MA,100,-0.538,-0.318,H4MA03022,"mcgovern, jim",I,1068822.44,0.0,740708.53,0.0,26137.11,354251.02,0.0,0.0,615356.08,MA,2,449917.19,1174.41
29730,6,MA,100,-0.488,-0.433,H4MA06033,"tierney, john f",I,2133195.59,0.0,2299260.87,0.0,188235.34,22170.06,0.0,0.0,1311634.12,MA,6,801941.75,12264.12
29919,7,MA,100,-0.58,-0.082,H8MA08071,"capuano, michael e",I,909487.24,0.0,595431.79,48000.0,168427.57,482483.02,0.0,0.0,430558.55,MA,7,471500.0,2150.0
2605,12,MI,100,-0.448,0.313,H6MI16034,"dingell, john d. mr.",I,1444696.44,0.0,1090720.81,0.0,33089.51,387065.14,0.0,0.0,361243.25,MI,12,1046146.29,2500.0
10713,13,MI,100,-0.658,-0.512,H6MI01028,"conyers, john jr.",I,1044468.12,0.0,990584.78,0.0,9439.33,63322.67,0.0,0.0,408107.42,MI,13,631777.23,0.0
15033,9,MI,100,-0.379,-0.091,H2MI17023,"levin, sander m mr",I,1836756.43,0.0,1649665.19,0.0,51046.73,238137.97,0.0,0.0,555220.0,MI,9,1276317.52,0.0
15446,6,MI,200,0.32,-0.355,H6MI04113,"upton, frederick stephen",I,4129538.09,125687.1,4724797.57,0.0,665847.64,70588.16,0.0,0.0,1317657.3,MI,6,2677981.21,500.0
20120,8,MI,200,0.4,0.098,H0MI08042,"rogers, michael j",I,1921587.04,0.0,1726143.81,0.0,1088936.04,1284379.27,0.0,0.0,685697.9,MI,8,1218706.88,300.0
20331,10,MI,200,0.343,-0.001,H6MI12181,"miller, candice s.",I,674170.19,0.0,801503.32,0.0,901301.73,773968.6,0.0,0.0,222113.5,MI,10,448450.0,0.0
20725,7,MI,200,0.508,0.116,H4MI07103,"walberg, timothy l. hon.",I,1533549.73,22525.7,1309734.62,0.0,52287.66,276102.77,0.0,0.0,977247.09,MI,7,523426.36,3699.0
20923,14,MI,100,-0.246,-0.185,H8MI09068,"peters, gary",I,2281359.28,0.0,1887339.89,0.0,92719.6,486738.99,0.0,0.0,1198852.73,MI,14,1048661.43,2944.6
21141,1,MI,200,0.491,-0.15,H0MI01088,"benishek, daniel j. m.d.",I,2224860.19,29589.79,2171929.55,0.0,35686.12,88651.76,100.0,3000.0,1030173.82,MI,1,1110997.16,28014.52
21142,2,MI,200,0.55,0.002,H0MI02094,"huizenga, william p",I,1066724.18,0.0,977482.82,0.0,49394.9,143406.56,0.0,0.0,423592.83,MI,2,639306.91,0.0
21143,3,MI,200,0.654,-0.757,H0MI03126,"amash, justin",I,1361048.44,10699.12,1293710.96,0.0,10506.04,77843.52,22245.56,25000.0,1110707.77,MI,3,184550.0,500.0
21336,11,MI,200,0.723,-0.319,H2MI11133,"bentivolio, kerry",O,589761.87,3238.3,586251.98,0.0,0.0,3509.89,115.0,144083.13,204112.16,MI,11,221277.0,16750.0
21372,5,MI,100,-0.374,-0.173,H6MI07108,"kildee, dale",I,103380.74,0.0,116046.89,0.0,12666.15,0.0,0.0,0.0,27450.0,MI,5,66500.0,5000.0
29124,4,MI,200,0.385,-0.048,H0MI10071,"camp, david lee",I,4476144.59,500.0,3299097.53,0.0,1476043.32,2653090.38,0.0,0.0,1281930.26,MI,4,3172193.93,745.0
14263,8,MN,100,-0.372,-0.372,H2MN08111,"nolan, richard michael",C,1269915.13,0.0,1228764.97,0.0,0.0,41150.16,0.0,0.0,836911.09,MN,8,422979.36,9934.38
20122,4,MN,100,-0.417,-0.187,H0MN04049,"mccollum, betty",I,931989.76,0.0,942684.05,0.0,58708.2,48013.91,0.0,0.0,489691.43,MN,4,441025.0,0.0
20333,2,MN,200,0.49,0.154,H8MN06047,"kline, john paul jr",I,2352676.1,18645.29,1957355.51,0.0,170269.74,565590.33,0.0,0.0,1230774.43,MN,2,1048750.0,150.0
20726,1,MN,100,-0.275,0.131,H6MN01174,"walz, timothy j.",I,1976106.21,513.17,1931330.56,500.0,18461.3,63236.95,0.0,0.0,1137130.64,MN,1,780172.66,7610.28
20727,5,MN,100,-0.537,-0.58,H6MN05183,"ellison, keith maurice",I,2053544.11,1325.99,2160553.78,0.0,163579.43,56569.76,0.0,0.0,1662473.91,MN,5,378450.0,5.71
20728,6,MN,200,0.584,-0.03,H6MN06074,"bachmann, michele",I,25894721.16,2855788.08,25580916.25,3203174.08,1860477.54,2174282.45,0.0,0.0,21834541.72,MN,6,255740.0,5200.0
20924,3,MN,200,0.402,-0.191,H8MN03077,"paulsen, erik",I,3113793.48,0.0,2567483.39,92000.0,149536.29,693846.38,0.0,0.0,1902399.58,MN,3,1200882.57,3255.99
29127,7,MN,100,-0.148,0.712,H2MN07014,"peterson, collin clark",I,1129343.43,0.0,1497202.12,0.0,402275.31,34416.62,0.0,0.0,219837.47,MN,7,896440.54,6213.5
20925,3,MS,200,0.384,0.48,H8MS03067,"harper, gregg",I,934965.57,21808.2,672631.02,18350.0,43331.33,303465.88,0.0,0.0,485601.0,MS,3,425600.0,0.0
21147,1,MS,200,0.488,0.574,H0MS01043,"nunnelee, patrick alan",I,1470455.3,2695.73,1435627.81,73000.0,122263.85,157091.34,0.0,0.0,945275.99,MS,1,522304.0,0.0
21148,4,MS,200,0.535,0.45,H0MS04120,"palazzo, steven mccarty",I,926893.14,21944.89,710074.02,0.0,52977.05,269796.17,0.0,0.0,493303.62,MS,4,409635.67,0.0
29368,2,MS,100,-0.517,0.395,H4MS02068,"thompson, bennie g",I,1208367.8,0.0,1765171.7,0.0,1749351.73,1192547.83,0.0,0.0,320427.89,MS,2,864628.25,0.0
20124,6,MO,200,0.438,0.204,H0MO06073,"graves, samuel b 'sam'",I,1357980.82,0.0,1132802.98,0.0,29962.08,255139.92,0.0,0.0,299754.0,MO,6,1057476.8,0.0
20147,1,MO,100,-0.481,-0.078,H0MO01066,"clay, william lacy jr",I,866834.99,0.0,991857.04,0.0,243378.23,118356.18,0.0,0.0,278733.43,MO,1,587903.81,0.0
20517,5,MO,100,-0.453,0.016,H4MO05234,"cleaver, emanuel ii",I,1154849.08,0.0,1191843.18,0.0,139591.8,102606.91,0.0,0.0,337253.4,MO,5,812340.97,0.0
20926,3,MO,200,0.444,0.266,H8MO09153,"luetkemeyer, w blaine",I,1483424.09,256000.0,1383737.11,256000.0,367742.89,467429.87,10000.0,240000.0,352390.02,MO,3,612734.67,0.0
21149,4,MO,200,0.478,0.229,H0MO04086,"hartzler, vicky ",I,1510603.33,39633.86,1404887.77,0.0,22353.82,128069.38,991.5,0.0,897355.7,MO,4,546383.28,1500.0
21150,7,MO,200,0.544,0.244,H0MO07113,"long, billy",I,924151.95,9623.38,639660.24,0.0,29403.03,314894.74,0.0,0.0,512339.82,MO,7,394626.56,0.0
21337,2,MO,200,0.416,0.189,H2MO02102,"wagner, ann l",O,2705873.47,0.0,2500363.74,0.0,0.0,205509.73,5000.0,0.0,2023402.05,MO,2,677471.42,0.0
29736,8,MO,200,0.269,0.274,H6MO08084,"emerson, joann",I,1517261.37,500.0,1438836.25,250000.0,7635.44,86268.22,0.0,0.0,547585.76,MO,8,957974.66,700.0
21338,0,MT,200,0.585,-0.039,H2MT01060,"daines, steven",O,1830490.65,13000.0,2021595.6,0.0,206512.13,15407.18,66664.75,0.0,1310254.51,MT,0,428708.02,6400.0
20518,1,NE,200,0.304,-0.061,H4NE01064,"fortenberry, jeffrey",I,698413.78,0.0,381321.91,0.0,453854.9,770946.77,0.0,0.0,431328.45,NE,1,261450.0,0.0
20729,3,NE,200,0.515,0.226,H6NE03115,"smith, adrian",I,1163154.28,0.0,705515.2,0.0,170152.39,627791.47,0.0,0.0,412169.99,NE,3,747144.82,1500.0
29921,2,NE,200,0.426,-0.067,H8NE02139,"terry, lee",I,2036016.71,0.0,2033246.3,0.0,18217.24,20987.65,0.0,0.0,780061.09,NE,2,1251325.0,1350.0
20927,1,NV,100,-0.301,-0.201,H8NV03036,"titus, dina",O,1273980.63,0.0,1219620.66,0.0,0.0,54359.97,0.0,0.0,718875.34,NV,1,552479.73,153.63
21151,3,NV,200,0.324,0.014,H0NV03058,"heck, joe",I,2423277.15,21262.58,2346654.27,0.0,154613.44,231236.32,824.72,0.0,1333625.63,NV,3,1059604.22,6217.0
21196,2,NV,200,0.384,0.201,H2NV02395,"amodei, mark eugene",I,1314807.8,955.65,1130881.55,4500.0,0.0,188551.25,0.0,0.0,616167.17,NV,2,664645.94,29000.0
21339,4,NV,100,-0.347,0.124,H2NV04011,"horsford, steven alexzander",O,1718991.26,2650.0,1705209.95,0.0,0.0,13781.31,855.36,0.0,960479.54,NV,4,754367.44,1794.15
20731,1,NH,100,-0.315,-0.131,H6NH01230,"shea-porter, carol",C,1720667.32,0.0,1696702.75,5000.0,979.96,24944.53,0.0,0.0,1191010.19,NH,1,500745.76,5434.38
21340,2,NH,100,-0.26,-0.101,H0NH02181,"kuster, ann mclane",C,3161003.98,13882.94,3173921.36,0.0,19720.88,6803.5,80.0,0.0,2577172.96,NH,2,555155.83,9595.78
14863,4,NJ,200,0.173,-0.163,H8NJ04014,"smith, christopher h.",I,658473.84,0.0,622377.75,0.0,146400.28,182496.37,0.0,0.0,451581.88,NJ,4,203785.91,1300.0
15454,6,NJ,100,-0.405,-0.173,H8NJ03073,"pallone, frank jr",I,1868760.0,0.0,1593292.08,0.0,3129901.9,3406269.82,0.0,0.0,719590.7,NJ,6,1100000.0,322.16
20336,5,NJ,200,0.688,-0.243,H8NJ05052,"garrett, scott rep.",I,2397464.98,45363.93,1110176.9,5000.0,860929.95,2148218.03,0.0,0.0,1324756.15,NJ,5,1009260.81,650.0
20542,8,NJ,100,-0.404,0.098,H6NJ13191,"sires, albio",I,663826.51,0.0,660823.72,0.0,157019.09,160021.88,0.0,0.0,332650.0,NJ,8,330576.51,0.0
20929,7,NJ,200,0.329,-0.237,H6NJ12136,"lance, leonard",I,1321361.7,0.0,1334015.1,0.0,174158.35,161504.95,442.0,0.0,621861.98,NJ,7,698877.72,0.0
21153,3,NJ,200,0.222,0.089,H0NJ03153,"runyan, jon",I,2080014.07,26596.62,1999879.25,0.0,5380.54,85515.36,0.0,0.0,905169.47,NJ,3,1093796.03,0.0
29132,1,NJ,100,-0.297,-0.119,H0NJ01066,"andrews, robert e. mr.",I,1510757.47,0.0,1449946.64,0.0,431008.49,491519.32,87.18,0.0,768135.75,NJ,1,740857.22,0.0
29539,2,NJ,200,0.211,-0.224,H2NJ02037,"lobiondo, frank a.",I,1566499.52,0.0,1336918.44,0.0,431487.11,690690.4,0.0,0.0,657030.81,NJ,2,772315.0,0.0
29541,11,NJ,200,0.292,-0.262,H2NJ05014,"frelinghuysen, rodney p.",I,1101627.89,0.0,1184498.09,0.0,325308.96,242438.76,0.0,0.0,505941.0,NJ,11,586926.49,8025.0
29741,9,NJ,100,-0.368,-0.008,H6NJ08118,"pascrell, william j jr",I,2861094.88,0.0,3506000.12,0.0,1001848.04,356942.8,0.0,80000.0,1558684.95,NJ,9,1189743.78,5157.76
29923,12,NJ,100,-0.463,-0.33,H6NJ12144,"holt, rush d.",I,2084904.26,0.0,1511879.77,0.0,196033.47,769057.96,0.0,0.0,1432667.16,NJ,12,621640.06,1833.04
31103,10,NJ,100,-0.521,-0.102,H2NJ10154,"payne, donald m., jr.",I,611326.68,0.0,582654.02,0.0,0.0,28672.66,0.0,58000.0,248521.68,NJ,10,303155.0,1000.0
20337,2,NM,200,0.472,0.064,H2NM02126,"pearce, steve",I,1687074.84,3765.32,1121521.36,0.0,33373.59,598927.07,0.0,0.0,1218627.71,NM,2,440056.43,38.38
20932,3,NM,100,-0.368,0.015,H8NM03196,"lujan, ben r mr.",I,1102858.06,384.8,845161.97,0.0,56784.18,314480.27,0.0,0.0,518180.01,NM,3,583869.3,13.4
21341,1,NM,100,-0.313,0.047,H8NM01257,"grisham, michelle",O,1818730.01,0.0,1809037.0,0.0,0.0,9693.01,0.0,95000.0,1170633.83,NM,1,513764.49,5350.65
13035,13,NY,100,-0.514,-0.341,H6NY19029,"rangel, charles b",I,1475983.78,0.0,1553263.27,0.0,97011.07,19731.58,0.0,0.0,981997.58,NY,13,459941.6,2696.1
15444,25,NY,100,-0.465,-0.104,H6NY03031,"slaughter, louise m",I,2278708.56,24351.22,2469256.67,0.0,215374.71,24826.6,0.0,0.0,1183862.94,NY,25,1069091.03,0.0
15603,16,NY,100,-0.408,-0.093,H8NY19058,"engel, eliot l",I,1062605.76,0.0,1182936.79,0.0,171617.02,51286.29,0.0,0.0,598685.76,NY,16,463620.0,300.0
15612,17,NY,100,-0.389,-0.152,H8NY20056,"lowey, nita m",I,2165669.24,0.0,2491789.21,0.0,743693.84,417573.87,0.0,0.0,1785986.87,NY,17,339719.0,145.25
20129,3,NY,100,-0.334,-0.051,H0NY02085,"israel, steve j.",I,3190720.72,4700.0,3173748.67,9000.0,319051.55,336023.6,267.93,0.0,2070177.77,NY,3,1095074.0,0.0
20338,1,NY,100,-0.338,-0.05,H2NY01067,"bishop, timothy",I,2731218.03,24924.08,3031035.92,0.0,306787.36,6969.47,0.0,0.0,1604417.77,NY,1,1068236.16,20587.19
20519,26,NY,100,-0.348,-0.034,H4NY27076,"higgins, brian",I,1091162.23,0.0,1031409.79,150000.0,369690.17,429442.61,0.0,0.0,653781.57,NY,26,429648.82,720.0
20733,9,NY,100,-0.61,-0.233,H4NY11138,"clarke, yvette d",I,743730.13,0.0,771479.97,15000.0,57584.92,29835.08,0.0,0.0,346511.5,NY,9,391780.0,5.63
20934,20,NY,100,-0.418,-0.26,H8NY21203,"tonko, paul david",I,974898.84,0.0,820271.02,18125.0,159897.05,314524.87,0.0,0.0,427304.35,NY,20,546081.99,0.0
20935,24,NY,100,-0.19,-0.062,H6NY25125,"maffei, daniel benjamin mr.",C,2032959.47,73216.23,2047007.08,0.0,73899.13,59851.52,0.0,0.0,1279561.89,NY,24,664709.66,8784.06
20957,21,NY,100,-0.182,0.409,H0NY23081,"owens, william",I,1997478.15,28879.34,1998276.12,0.0,16245.08,15447.11,0.0,29000.0,797861.53,NY,21,1091827.49,7038.41
21101,23,NY,200,0.269,0.12,H0NY29054,"reed, thomas w ii",I,2107794.45,97390.65,2026454.26,0.0,34177.78,115517.97,0.0,0.0,850743.0,NY,23,1129654.97,23178.0
21154,13,NY,200,0.219,0.136,H0NY13074,"grimm, michael",I,2263993.57,107922.04,2204597.94,0.0,29192.75,88588.38,0.0,0.0,955276.03,NY,13,1182768.42,7050.0
21156,19,NY,200,0.203,-0.455,H0NY20095,"gibson, christopher p",I,2187704.7,112200.3,2203688.97,0.0,31000.19,15015.92,10000.0,0.0,943807.31,NY,19,1097808.82,21155.0
21157,22,NY,200,0.215,-0.145,H8NY24066,"hanna, richard",I,1096314.9,71750.35,1089031.5,0.0,29741.9,37025.3,0.0,25000.0,418796.11,NY,22,574778.4,0.0
21342,6,NY,100,-0.379,-0.222,H2NY06116,"meng, grace",C,1852611.33,0.0,1788012.14,0.0,0.0,64599.19,0.0,217000.0,1376479.85,NY,6,259050.0,0.0
21343,8,NY,100,-0.489,-0.088,H2NY10092,"jeffries, hakeem",C,1405684.57,0.0,1361036.78,0.0,0.0,44651.29,0.0,0.0,1183368.18,NY,8,221000.0,0.0
21344,18,NY,100,-0.239,0.114,H2NY22139,"maloney, sean patrick",O,2257170.87,25431.88,2246008.2,0.0,0.0,11162.67,1919.78,0.0,1845093.96,NY,18,383274.92,1450.0
21345,27,NY,200,0.357,0.236,H8NY29032,"collins, christopher c",C,1435521.13,43513.65,1420829.91,0.0,0.0,16018.22,0.0,650000.0,431624.0,NY,27,295133.48,15250.0
29134,15,NY,100,-0.491,-0.377,H0NY18065,"serrano, jose e",I,212068.0,0.0,209532.08,0.0,14181.71,16717.63,0.0,0.0,34318.0,NY,15,177750.0,0.0
29375,2,NY,200,0.259,-0.03,H2NY03089,"king, peter t. hon.",I,1812860.05,0.0,1233090.24,0.0,1835787.26,2415557.07,0.0,0.0,1089954.92,NY,2,705963.05,1000.0
29377,10,NY,100,-0.508,-0.496,H2NY17071,"nadler, jerrold l. mr.",I,1125304.2,0.0,1471936.4,9000.0,800928.72,454296.52,0.0,0.0,745235.68,NY,10,368930.0,302.64
29378,7,NY,100,-0.547,-0.345,H2NY00010,"velazquez, nydia m.",I,674523.93,0.0,1285101.72,0.0,826841.46,216263.67,0.0,0.0,168758.92,NY,7,493750.0,0.0
29379,12,NY,100,-0.387,-0.285,H2NY14037,"maloney, carolyn b",I,1746928.76,0.0,1862564.55,0.0,627832.37,512196.58,0.0,0.0,1035711.0,NY,12,709670.11,367.69
29744,4,NY,100,-0.294,-0.04,H6NY04112,"mccarthy, carolyn",I,2277999.7,0.0,1860330.67,0.0,147278.36,564947.39,0.0,0.0,1448386.94,NY,4,823662.53,250.0
29776,5,NY,100,-0.414,-0.071,H8NY06048,"meeks, gregory w.",I,740896.78,0.0,724664.51,0.0,13819.96,30052.23,0.0,0.0,182915.0,NY,5,557789.61,0.0
